[sitemap] 商品 5711 个，分类 120 个
[scan] 选中分类 vfx, vfx/particles, vfx/particles/spells, vfx/particles/fire-explosions, vfx/particles/environment, vfx/shaders, tools/particles-effects ⇒ 345 个商品
[scan] 需抓 343 个商品页（缓存已有 2）
  25/343  8s  (3.00 个/秒)
  50/343  16s  (3.10 个/秒)
  75/343  24s  (3.17 个/秒)
  100/343  33s  (3.05 个/秒)
  125/343  41s  (3.05 个/秒)
  150/343  47s  (3.18 个/秒)
  175/343  54s  (3.24 个/秒)
  200/343  61s  (3.27 个/秒)
  225/343  67s  (3.36 个/秒)
  250/343  74s  (3.36 个/秒)
  275/343  84s  (3.28 个/秒)
  300/343  90s  (3.34 个/秒)
  325/343  99s  (3.28 个/秒)
  343/343  104s  (3.31 个/秒)
[result] 341 条命中（缓存总量 345）

id         名称                         价格       团结引擎版本                 分类/发布者
      这个资源包包含大量可直接用于游戏的 VFX 特效，风格多样，为你的游戏增添更多表现力！ 所有 VFX 都经过良好优化，适用于移动端和主机平台。 同时兼容 标准渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP）。
  20003873  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003873
      这个效果是把图片转换为波浪线段
  20003530  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20003530
      这个效果是演示流体物理的效果
  20003632  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20003632
      这是一个平面的粒子效果，这个效果模拟了液体流动的效果来展示照片！
  20003621  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003621
      这个效果使用网格线，让线段呈现出流动的效果。
  20003743  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003743
      帮助您快速打造精彩游戏！
  20003752  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003752
      帮助您快速、精美地创建游戏！
  20001128  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20001128
      这个软件包将帮助您快速、美观地制作游戏！
  20003536  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003536
      这个效果会模拟漩涡对直线和颜色的影响，直线会受到漩涡的影响而弯曲
  20001590  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20001590
      包含烟雾、火焰和爆炸预制件及着色器。粒子效果支持高清、URP 和 Nature Manufacture 风效，因此能够根据风速、风向和风力做出反应。
  20003834  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003834
      炫酷的特效能帮助你打造精彩的游戏
  20002338  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002338
      该资源包包含大量可直接用于游戏的 VFX，涵盖多种风格与表现形式，为你的游戏增添更多视觉亮点！ 所有特效都经过良好性能优化，适用于移动端和主机平台。 同时支持 Unity 内置渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP），即插即用，兼容性拉满。
  20002242  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002242
      超过 20 种烟雾弹特效，专为 FPS 游戏打造，包含多种风格，并配有施放、循环与结束粒子效果。 兼容所有渲染管线！请注意：我们的 Shader 与部分 2D 场景设置不兼容。
  20003607  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20003607
      这个效果是把照片变成流体
  20003619  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003619
      这个效果会把照片用漩涡线条的方式来展现，让平面的照片看上去有线条流动的效果！
  20003828  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003828
      这个效果是通过模拟下雨的效果！通过下坠的粒子能显现出照片的轮廓！
  20003831  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003831
      这款特效包可以帮助你制作精彩的动作游戏。
  20003830  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003830
      这个素材可以帮助你创建超棒的像素游戏
  20006870  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20006870
      高品质地面爆炸粒子特效，支持 6D 环境光照响应，爆炸火光会跟随场景灯光自动改变亮度与色调(不同于普通粒子特效)，自带运动矢量、热浪扭曲效果，火焰烟雾颜色可自定义，适配 URP 与 HDRP。包含 20 个开箱即用爆炸预制体，附赠 13 组爆炸音效素材
  20002265  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002265
      这个特效包共包含19个VFX，涵盖多种元素变体，如火焰、水、闪电等！
  20003537  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20003537
      这是一个模拟爱心的粒子效果！
  20003577  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003577
      这个软件包可以帮助您快速轻松地制作游戏。
  20003678  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003678
      这是一个功能强大的特效包，可轻松创建手机游戏。
  20003639  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003639
      用于制作手机游戏的特效合集超级包。
  20003641  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003641
      用于制作手机游戏的特效合集。
  20003653  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003653
      这个资源可以帮助你轻松快速地创建游戏。
  20003672  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003672
      这个资源可以帮助你轻松快捷地制作游戏。
  20003673  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003673
      一套超级特效包，让您轻松创建手机游戏。
  20003674  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003674
      此软件包可帮助您快速轻松地制作游戏。
  20003675  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003675
      此素材包可助您轻松制作游戏。
  20003676  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003676
      这个特效包可以帮助你轻松制作游戏。
  20006088  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20006088
      一款动态 Roguelike 特效包,包含风暴刃击、闪电爆发、锋利风刃斩击、金属弹射物以及带电武器特效,专为快节奏战斗设计。
  20003498  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20003498
      即用型写实墨水特效，具有清晰的笔触和深色调——非常适合法术、封印和诅咒类技能。即拖即用，性能优化，兼容 Standard、URP 和 HDRP。
  20003821  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003821
      这个效果模拟了珊瑚绒毛飘动的效果！
  20002337  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002337
      该资源包包含大量可直接用于游戏的 VFX，涵盖多种风格与表现形式，为你的游戏增添更多视觉亮点！ 所有特效都经过良好性能优化，适用于移动端和主机平台。 同时支持 Unity 内置渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP），即插即用，兼容性拉满。
  20002349  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002349
      这个资源包包含大量可直接用于游戏的 VFX 特效，风格多样，为你的游戏增添更多表现力！ 所有 VFX 都经过良好优化，适用于移动端和主机平台。 同时兼容 标准渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP）。
  20002476  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20002476
      益智游戏特效合集，助您轻松制作游戏。
  20003885  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003885
      助您打造精彩绝伦的游戏。
  20003886  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003886
      助您打造精彩绝伦的游戏。
  20002266  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002266
      该资源包包含大量即用型 VFX 特效，风格多样，为你的游戏增添丰富视觉表现！ 所有 VFX 均经过性能优化，可直接用于移动端和主机平台。 支持 Standard 渲染管线、Universal Render Pipeline（URP） 以及 High Definition Render Pipelin
  20002263  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002263
      该资源包包含大量即用型游戏 VFX 特效，风格多样，为你的游戏增添丰富表现力！ 所有 VFX 均经过性能优化，适用于移动端与主机平台。 支持 Standard 渲染管线、Universal Render Pipeline（URP） 以及 High Definition Render Pipeline
  20002285  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002285
      用《真实感 ARPG 风系魔法技能特效包》为你的战斗和魔法系统注入生命——这是一个包含 22 个高品质、即用型风系法术特效的合集，专为真实感且充满动态的游戏体验设计。
  20002270  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002270
      将残酷的真实感与黑暗奥术风格带入你的 Unity 项目——使用 “圣光 vs 恶魔 VFX 包”！这是一个高冲击力的手工打造视觉特效合集，灵感来源于《暗黑破坏神》《流放之路》等经典暗黑 ARPG 游戏。
  20004624  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20004624
      两个专用着色器,用于创建具有真实无视差渲染的逼真武器光学瞄具。包含6个瞄准镜模型、22个可自定义准星纹理和可调节放大倍率材质。非常适合需要真实瞄准机制的FPS游戏,准星和缩放级别易于修改。
  20003895  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003895
      这个效果通过线条绘制迷宫形成矩阵的样式，线条会逐步向外扩展，从而形成非常漂亮的效果！
  20001549  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20001549
      Sci-Fi Hologram Screen Shader 是一款用于打造科幻全息显示屏的 Unity 着色器。 它可让普通平面网格呈现具有纵深感的 3D 全息效果，非常适合用于 HUD、终端与控制面板界面。
  20000499  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20000499
      使用我们的科幻载入屏幕特效包 vol.1 增强手机游戏和应用程序的视觉吸引力！这款多功能套装包含 50 种视觉特效，可为您的项目增添未来感。
  20002352  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002352
      这个资源包包含大量可直接用于游戏的 VFX 特效，风格多样，为你的游戏增添更多表现力！ 所有 VFX 都经过良好优化，适用于移动端和主机平台。 同时兼容 标准渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP）。
  20004847  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20004847
      Sci-Fi UI FX 是一款基于 Shader 的强大 UI 特效合集，专为未来感、科技感的游戏界面而设计。
  20004813  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20004813
      这是一款科技风特效包，提供多种类型的科技风环境特效
  20002260  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002260
      ⚡ 法术 AOE 指示器 VFX 包 快速创建高精度、高冲击力的法术预警效果。 用这套风格化 AOE（范围效果）指示器 VFX，让你的 RPG、MOBA 和动作游戏瞬间活起来。专为高可读性、强灵活性和视觉冲击力打造，完美适用于技能瞄准、Boss 攻击或玩家施法，让每一次战斗反馈都又狠又准、又爽又清晰
  20003703  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003703
      这个效果非常炫酷，犹如穿越天际般！
  20003871  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003871
      这个效果是用多个立方体来表现涟漪效果
  20003620  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003620
      这个效果是用立方体模拟黑洞坠落的效果
  20002740  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20002740
      该工具可助你轻松创建 2D 图形。只需添加一个图形组件，即可通过代码或检视面板调整细节。你也可以使用自己创建的材质配合我们的着色器，呈现同样的效果。
  20005560  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20005560
      一款风格化的 Roguelike 视觉特效资源包，灵感来源于火药战斗体系，包含爆炸桶、炮击爆炸、子弹冲击、烟雾轨迹以及黑火药反应等混乱且富有冲击力的效果。
  20004402  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20004402
      一套以卡牌魔法为核心的风格化VFX特效包，专为类Roguelike系统和以技能驱动的玩法设计。非常适用于围绕卡组、抽取机制和奥术组合构建的施法系统。
  20003528  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20003528
      可以控制粒子沿指定的直线路径或者曲线路径移动。
  20002258  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002258
      正在为你的 Unity 游戏寻找高质量的战利品光柱与宝藏特效吗？不用再找了！我们的 Unity 战利品光柱与宝藏 VFX 特效包 正是你的理想选择。通过丰富多样、可高度自定义的战利品光束与宝藏特效，你可以轻松为游戏增添额外的精致感与沉浸感。
  20002255  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002255
      ⚡ 元素网格特效 ⚡ 该资源包包含 21 种即用型游戏特效（VFX），涵盖多种元素风格，为你的游戏增添更多表现力与冲击力！
  20003875  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003875
      这个效果会让你画的线段充满活力，线段会四处飞舞
  20002269  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002269
      让你的角色拥有飞行的力量，使用这些精美打造的 翅膀 VFX 兼容所有渲染管线！请注意，某些 2D 项目可能不兼容 Shader。
  20002344  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002344
      该资源包包含大量可直接用于游戏的 VFX，涵盖多种风格与表现形式，为你的游戏增添更多视觉亮点！ 所有特效都经过良好性能优化，适用于移动端和主机平台。 同时支持 Unity 内置渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP），即插即用，兼容性拉满。
  20003545  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20003545
      这个效果用粒子和GL画点和线，绘制出照片的轮廓
  20003700  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003700
      这个效果会模仿菌丝生长的方式来画出你的照片！你可以看到你的照片绘制的过程
  20003728  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003728
      这个效果模拟了菌丝生长时的过程
  20002134  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20002134
      可用于虚拟仿真的项目或是部分游戏项目
  20004631  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20004631
      可用于虚拟仿真的项目或是部分游戏项目
  20002347  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002347
      该资源包包含大量可直接用于游戏的 VFX，涵盖多种风格与表现形式，为你的游戏增添更多视觉亮点！ 所有特效都经过良好性能优化，适用于移动端和主机平台。 同时支持 Unity 内置渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP），即插即用，兼容性拉满。
  20002351  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002351
      这个资源包包含大量可直接用于游戏的 VFX 特效，风格多样，为你的游戏增添更多表现力！ 所有 VFX 都经过良好优化，适用于移动端和主机平台。 同时兼容 标准渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP）。
  20002240  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002240
      为你的 Unity 项目带来电影级的血液、魔法与环境特效。这款前沿的 VFX 特效包采用最先进的 Flipbook 技术打造，在风格化的清晰可读性与真实细节之间实现了完美平衡。
  20002341  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002341
      该资源包包含大量可直接用于游戏的 VFX，涵盖多种风格与表现形式，为你的游戏增添更多视觉亮点！ 所有特效都经过良好性能优化，适用于移动端和主机平台。 同时支持 Unity 内置渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP），即插即用，兼容性拉满。
  20002356  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002356
      该资源包包含大量即用型游戏 VFX，风格多样，能为你的游戏增添丰富表现力！本包会频繁更新新内容，价格也会根据内容更新进行相应调整。 所有 VFX 都经过良好优化，适用于移动端与主机平台。 同时支持 Unity 内置渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP），
  20003575  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003575
      帮助您轻松快捷地制作游戏。
  20003868  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003868
      这个效果会画出全屏的渐变的贝塞尔曲线
  20002889  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002889
      本资源包包含 600+ 个可直接用于游戏的特效（VFX），涵盖多种风格与类型，为你的游戏增添更多变化与表现力！
  20002252  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002252
      该资源包包含 **超过 1400 种即用型游戏特效（VFX）**，涵盖多种风格，为你的游戏带来爆炸级的视觉表现与多样性！
  20004823  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20004823
      Path FX - LineRender 是一款强大且灵活的工具包，用于通过 Unity 的 LineRenderer、TrailRenderer 与 Spline 工作流创建动态动画路径特效。 长期稳定已更新3年
  20002284  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002284
      逼真的 ARPG 拾取物、光环与增益效果 (Pickups, Auras & Buffs VFX) 提供了一整套精心制作的特效，完美捕捉现代动作 RPG 中那种黑暗而沉稳的魔法氛围。受《暗黑破坏神 IV》和《流亡黯道 2》的启发，这个资源包能为你的战利品、增益效果以及环境增添电影级的真实感与清晰的游
  20003857  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20003857
      自动检测遮挡角色的阻挡物，让阻挡物体半透明。
  20003524  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20003524
      一些常用的拖尾效果，可用于游戏开发等内容。
  20000662  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20000662
      这是一个包含20种独特爆炸效果的集合，具有自定义的6D光照着色器、运动矢量支持、热失真效果和深度自定义选项。
  20002877  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002877
      这套特效包非常适合 ARPG 游戏，包含强力的冲击波与撞击特效，用于砸地、冲刺和近战技能。
  20002878  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002878
      适用于游戏的逼真“魔法金色沙尘”特效，适合沙漠、古代遗迹与埃及/法老风格魔法主题；战斗中清晰易读，针对移动端/主机/PC 优化，并兼容 Built-in（Standard）、URP 与 HDRP。
  20002887  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002887
      这套特效包为你提供即用型的写实“蜘蛛 Boss”战斗特效：蛛网射击、毒液爆发与凶狠的血液命中特效，专为任何 ARPG 的 Boss 战营造真实危险感。
  20002277  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002277
      堕落魔法特效包提供了一套高保真、黑暗魔法视觉效果，专为逼真的动作 RPG 和电影级游戏体验打造。灵感来源于《暗黑破坏神 IV》和《流放之路》的视觉风格，这些特效展现了腐化、衰败与不稳定能量，同时具备精确的物理光照效果。
  20002884  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002884
      银色/青色/蓝色系的月光法术特效，包含符文与五芒星图案；拖拽即用，针对移动端/主机优化，并兼容 Built-in（Standard）、URP 与 HDRP。
  20002885  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002885
      25 个可拖拽即用的预制体（Prefabs），涵盖枪口火光、枪火射击、弹道/投射物、子弹命中、火箭/导弹、炸弹与爆炸特效；针对移动端/主机/PC 优化，并兼容 Built-in（Standard）、URP 与 HDRP。
  20002886  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002886
      电影级星光、流星拖尾、行星轨道系统、重力场与黑洞特效；针对移动端/主机优化，并兼容 Built-in（Standard）、URP 与 HDRP。
  20005554  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20005554
      风格化特效资源包，包含逼真的烟花效果、电影级爆炸绽放、鲜艳色彩以及真实的庆典氛围。非常适用于活动场景、过场动画、环境搭建以及沉浸式游戏时刻。
  20004709  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20004709
      逼真的风暴视觉特效包，包含带电云层、强风与闪电效果。非常适用于环境叙事、战斗技能以及沉浸式氛围表现。
  20005556  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20005556
      一款基于网格（Mesh）的逼真视觉特效资源包，包含动态光环（Aura）与状态效果，可直接附加到角色模型和各类网格对象上。
  20001992  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20001992
      基于 URP 的遮挡显示系统，显示障碍物背后的对象轮廓。
  20004404  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20004404
      一套围绕饮品主题打造的风格化VFX特效包，将葡萄酒、啤酒与液体动态融合，带来富有表现力的玩法反馈。
  20004401  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20004401
      一个围绕锁链、传送门和腐化能量构建的黑暗奇幻VFX特效包。非常适用于控制类技能、召唤机制以及以仪式驱动的高强度战斗系统。
  20001989  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20001989
      URP 后期锐化：提升场景和界面的清晰度，可用于提升画质。
  20002662  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20002662
      镜像水面效果，并且可以点击产生波纹
  20004821  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20004821
      Laser Beam FX 是您在 Unity 中创建震撼激光束特效的利器。
  20003883  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003883
      手机游戏的闪电特效。
  20004868  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20004868
      适用于 Unity 的逼真、性能友好的雨粒子系统。非常适合开放世界、恐怖游戏和手机游戏。包括奖励雪。
  20004869  https://assetstore.u3d.cn/packages/vfx/particles/environment/assetstore-package-20004869
      用于 Unity 游戏的简单且轻量级的雾粒子系统。通过优化的性能轻松创建大气雾或云效果，非常适合移动、PC 和休闲项目。
  20000889  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20000889
      该资源包包含65个专为VR制作的3D网格爆炸效果。
  20000387  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20000387
      ✨ 风格化传送门：第一卷 ✨ 是一个包含42个传送门的集合。每个传送门使用一个着色器，即使没有后期处理效果也很棒，并且宽度可调。非常适合游戏！
  20002272  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002272
      想在你的 Unity 项目中炫酷展示角色的元素能力或状态效果吗？那就选择 风格化元素光环 / 状态 VFX（Stylized Elemental Auras/Status VFX） 吧！
  20005340  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20005340
      这个特效包可以帮助你轻松快速地制作游戏。
  20005339  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20005339
      这款特效包可以帮助您快速轻松地创建游戏。
  20000746  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20000746
      使用 **风格化打击效果包 第1卷** 提升您的游戏品质！ 该套装包含 **40 种多用途特效**，非常适合三消类及其他各类游戏。 **移动端友好、易于集成** —— 为每个细节增添活力与动感！
  20002283  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002283
      为你的游戏增添闪亮与色彩，这个风格化水晶与宝石包（Stylized Crystals & Gems Pack）包含 240 个模型和独特水晶着色器，呈现出鲜艳且风格化的外观。非常适合 RPG、采矿系统、战利品、魔法制作和奇幻环境使用。
  20002267  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002267
      22 种波浪 VFX，非常适合 MOBA 和 ARPG 游戏！每个特效都融合了元素力量，其中一些还带有强烈的光效冲击，让战斗瞬间更震撼！ 部分波浪效果经过高度定制，例如 火焰主题波浪 完全以熔岩为灵感设计，个性十足。 兼容所有渲染管线！请注意，某些 2D 项目可能不兼容 Shader。
  20002279  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002279
      22 个独特光束特效，完美适用于 MOBA 游戏！ 兼容所有渲染管线！请注意，我们的着色器不兼容某些 2D 设置。
  20003720  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003720
      助您轻松快速地创建动作游戏。
  20003721  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003721
      助您轻松快速地创建动作游戏。
  20003792  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003792
      这个素材包可以帮助你快速制作游戏。
  20003819  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003819
      这个资源可以帮助你打造一款精彩的游戏。
  20003874  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003874
      这个效果会展现漂亮的风车旋转的效果
  20002652  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002652
      包含40种独特的元素魔法屏障特效。 此外，还包含一个强大的脚本，使这些魔法墙能够实现100%可调整与重新定位。 兼容所有渲染管线！请注意，我们的着色器在部分2D设置中不兼容
  20003879  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003879
      让您轻松快捷地制作游戏。
  20003880  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003880
      这款特效包可以帮助您轻松快速地创建游戏。
  20002354  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002354
      为你的战斗注入节奏，为音乐赋予魔法，让法术充满风格！ Disco VFX Pack 是一套包含 72 个风格化、音乐主题视觉特效 的合集，专为快速、炫酷、充满乐趣的玩法打造。灵感源自迪斯科美学、复古合成器氛围以及 DJ 点燃全场的混乱能量，让你可以旋转黑胶、投下节拍，用声音的力量碾压敌人。
  20002343  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002343
      该资源包包含大量可直接用于游戏的 VFX，涵盖多种风格与表现形式，为你的游戏增添更多视觉亮点！ 所有特效都经过良好性能优化，适用于移动端和主机平台。 同时支持 Unity 内置渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP），即插即用，兼容性拉满。

